,News
1635,$ vix $ usd major indices $ goog $ pcln $ twtr $ fb $ aapl $ ebay $ gm $ dust $ baba URL URL
1636,can apple disrupt the luxury watch market ? depends on how you define ' disrupt ' . : URL $ aapl $ goog $ pcln $ k
1637,rt AT_USER $ aapl - international business machines corp . has a path to success URL
1638,weekend review video ( 3/15 ): $ spy $ iwm $ qqq $ tlt $ aapl $ amzn $ baba $ ebay $ fb $ twtr $ gild $ googl $ pcln $ panw $ tsla URL
1639,adding apple helps dow blunt the blow to earnings from oil's slide URL $ aapl $ djia
1640,any update on if blodget is reinvesting his $ aapl dividends or taking them as cash to guard against a crash ? cc AT_USER
1641,rt AT_USER apple is in talks to launch online tv service . $ aapl URL
1642,rt AT_USER apple is in talks to launch online tv service . $ aapl URL
1643,"marketwatch : rt m_cof : shares of cable companies fall , while $ aapl rallies on talk of apple tv service … URL"
1644,hello from john $ aapl $ csco $ intc $ ibm linkedfa . take a look at URL
1645,"$ aapl other wise "" they "" are selling 127 or 128 calls / call spreads from above the 20 - day sma at 127.6 ' s"
1646,$ aapl - market snapshot : u . s . stocks : futures dip as pre-fomc jitters grow URL
1647,rt AT_USER apple spent more in buybacks than any other s & p company in 4q2014 : URL $ aapl URL
1648,rt AT_USER apple spent more in buybacks than any other s & p company in 4q2014 : URL $ aapl URL
1649,"$ wmih financials updated monday , march 16 , 2015 9:03 : 24 pm $ ewg $ mhys $ aapl $ smh URL"
1650,apple stores add applewatch charging bracelets & try-on cases URL $ aapl ios iot iphone 6 URL v …
1651,rt AT_USER $ aapl : apple : note aapl added to the djia effective at the close of trading today URL
1652,$ aapl $ amzn $ baba $ bidu $ celg $ cvx $ fb $ fslr $ gild $ gld $ gmcr $ goog $ googl $ gpro $ gs $ iwm $ lnkd $ nflx $ pcln $ qqq $ sbux
1653,$ aapl $ amzn $ baba $ bidu $ celg $ cvx $ fb $ fslr $ gild $ gld $ gmcr $ goog $ googl $ gpro $ gs $ iwm $ lnkd $ nflx $ pcln $ qqq $ sbux
1654,$ aapl $ intc $ googl : apple who ? tag heuer will have record year : ceo : URL
1655,"$ aapl - market snapshot : dow , s & p erase some fed-fueled gains , but nasdaq kisses 5,000 URL"
1656,"AT_USER AT_USER $ spy and $ aapl calls are rocking , puts may be in play soon . watch for cheapies ."
1657,"rt AT_USER apple becomes part of the dow jones industrial index today , but what does it mean ? URL $ aapl URL"
1658,tickers trending on twtr in last 1 hour $ tsla $ sbux $ fb $ aapl $ goog URL
1659,this proves japan is back sharp crystal $ shcay $ aapl $ bbry $ sne $ nok URL AT_USER AT_USER URL
1660,"rt AT_USER cowen & co . believes aapl still has room to grow - tickerlens $ aapl aapl , apple URL URL"
1661,rt AT_USER this is what happened to $ aapl just a few minutes before friday's close -> URL URL
1662,rt AT_USER this is what happened to apple just a few minutes before friday's closing bell -> URL $ aapl URL
1663,$ aapl - 5 changing trends - cramer's mad money ( 3/23 / 15 ) URL
1664,"rt AT_USER rt $ fb algos triggered buy in sigma-x , crossfinder , ats , lx @ 09:57 , p / t 86.50 $ goog $ baba $ bidu $ gpro $ nflx $ tsla $ aapl …"
1665,30 min chart of $ aapl which has been setting higher lows since the 3/19 area . fell out of long term support URL
1666,rt AT_USER i'd certainly like to see AT_USER pull this kind of 3 bigtime intraday bottom calls in a row on $ aapl next time .
1667,"$ aapl rumor : apple to launch three iphone models in 2015 including new 4 "" handset URL forum : URL"
1668,"AT_USER welsh is an anus , and an ugly one too johewelshtrades $ ll $ aapl $ spy $ es"
1669,weekly dow stocks trend $ mcd $ mrk $ pfe $ nke $ vz $ unh $ trv $ cvx $ dis $ hd $ ibm $ utx $ ba $ ko $ xom $ aapl $ pg $ jnj @ URL
1670,anyone in $ vix this morning should of exited with our shorts on $ rut $ tf $ eem $ indu $ ym $ nq $ ndx $ qqq $ es $ spx $ spy $ xau $ aapl $ djia $ eem
1671,AT_USER one useful iphone apps is coming to apple watch – here's what URL apple • $ aapl URL
1672,"us swing portfolio , buying $ avb , selling $ aapl , $ oln at end of day next trading day . URL"
1673,maximize every ironcondor for profit URL $ aapl $ googl $ pcln
1674,i don't think anyone out there does gadget reviews better than AT_USER - - like a man-child mossberg URL macbook $ aapl
1675,it's a beautiful day to inflate $ aapl . this is not a subtweet .
1676,"3 best dividend stocks for 2015 ( aapl , gild , nov ) $ aapl URL URL URL"
1677,how jimmy and timmy gona conquer the tidal wave ? offer artists share options in apple ? $ aapl … URL
1678,"$ aapl must hold here @ the 50 dma or its headed lower , watch the daily"
1679,equinix = expansion URL ibdnews vía ibdinvestors $ eqix $ amzn $ msft $ aapl $ fb $ dlr $ dft $ goog … URL
1680,top 20 stocks to buy in april based on machine learning algorithms URL $ aapl $ spy $ qqq URL
1681,$ aapl $ wwe : fr . emmanuel lemelson discusses apple's economic prospects ... : URL … … URL
1682,re-upping those $ aapl ratios for 11dte $ 118 / $ 115 ( cheap shot at downside ) . net credit . cc AT_USER
1683,$ altr $ intc $ jef $ aapl $ googl $ amzn $ biib : u . s . index futures signal stocks will rise on central-bank bets : URL
1684,rt theseek 2082634 4 : will apple buy into 3d printing ? | | URL | | $ aapl $ ddd $ ssys 3dprinti … URL
1685,toptickertweets $ aapl $ spy $ ebix $ tsla $ usd $ dax $ fxi $ fb $ twtr $ cog sentiquant 2015033 1 09:25 : 04:595 … … URL
1686,has gopro finally bottomed ? gets 3rd bullish report URL ibdnews via AT_USER $ gpro $ amba $ aapl $ swks $ nxpi $ avgo
1687,rt newssdrl : sentishiftup $ pcln $ sdrl $ rig $ googl $ ebay $ aapl $ vxx $ ko $ cmcsa $ iaci sentiquant 2015033 1 10:00 : 04 … URL
1688,rt newssdrl : sentishiftup $ pcln $ sdrl $ rig $ googl $ ebay $ aapl $ vxx $ ko $ cmcsa $ iaci sentiquant 2015033 1 10:00 : 04 … URL
1689,rt newssdrl : sentishiftup $ pcln $ sdrl $ rig $ googl $ ebay $ aapl $ vxx $ ko $ cmcsa $ iaci sentiquant 2015033 1 10:00 : 04 … URL
1690,rt newsiaci : rt newsiaci : rt newssdrl : sentishiftup $ pcln $ sdrl $ rig $ googl $ ebay $ aapl $ vxx $ ko $ cmcsa $ iaci se … URL
1691,rt newsiaci : rt newsiaci : rt newssdrl : sentishiftup $ pcln $ sdrl $ rig $ googl $ ebay $ aapl $ vxx $ ko $ cmcsa $ iaci se … URL
1692,rt newsiaci : rt newsiaci : rt newssdrl : sentishiftup $ pcln $ sdrl $ rig $ googl $ ebay $ aapl $ vxx $ ko $ cmcsa $ iaci se … URL
1693,rt AT_USER $ aapl jimmybob : apple could sell 1m apple watches in first : jimmybob URL
1694,"premarket most active stocks : $ myl , $ siri , $ dyax , $ qqq , $ xiv , $ cone , $ aapl , $ mobl , $ hlss , $ pbct"
1695,rt bryan_pasaribu : kca votejkt 48id newsiaci : rt newsiaci : sentishiftup $ pcln $ sdrl $ rig $ googl $ ebay $ aapl $ vxx … URL
1696,toptickertweets $ yelp $ aapl $ spy $ rig $ sdrl $ iaci $ googl $ pcln $ vxx $ ebay sentiquant 2015040 1 09:25 : 05:672 … … URL
1697,$ twtr oi chart / s on it + others .. he updates them daily URL check his site prior to opening bell each day . $ aapl $ gpro
1698,monthly setups video is now live on the valuecharts members area . talking about $ es_f $ cl_f $ gc_f $ aapl $ eurjpy an … URL
1699,"rt AT_USER rt polgarstocks : $ aapl financials updated wednesday , april 1 , 2015 7:07 : 15 pm $ myec $ tbt $ svxy $ tril … URL"
1700,rt newsaapl : kca votejkt 48id newsiaci : rt newsiaci : toptickertweets $ spy $ aapl $ yelp $ rig $ tsla $ ll $ twtr $ sdrl … URL
1701,$ aapl $ c ok someone has been drinking to much cool aid at citi ... $ fb
1702,rt newssdrl : toptickertweets $ spy $ aapl $ yelp $ rig $ tsla $ ll $ twtr $ sdrl $ iaci $ tza sentiquant 2015040 1 16:00 : 06 … URL
1703,rt newssdrl : toptickertweets $ spy $ aapl $ yelp $ rig $ tsla $ ll $ twtr $ sdrl $ iaci $ tza sentiquant 2015040 1 16:00 : 06 … URL
1704,kca votejkt 48id newsiaci : rt newsiaci : rt newsiaci : sentishiftup $ pcln $ sdrl $ rig $ googl $ ebay $ aapl $ vxx $ ko $ … URL
1705,kca votejkt 48id newsiaci : rt newsiaci : rt newsiaci : sentishiftup $ pcln $ sdrl $ rig $ googl $ ebay $ aapl $ vxx $ ko $ … URL
1706,rt dozenstocks : dow stocks trend $ cvx $ pfe $ ko $ unh $ xom $ aapl $ ibm $ jpm $ mcd $ nke $ cat $ vz $ csco $ trv $ mmm $ msft … URL
1707,"не много торговых возможностей в $ aapl , пока этот треугольник не разрешится в пользу быков либо медведей URL"
1708,rt newssdrl : toptickertweets $ spy $ aapl $ yelp $ tsla $ rig $ ll $ twtr $ sdrl $ iaci $ tza sentiquant 2015040 1 18:00 : 03 … URL
1709,rt newsiaci : rt newssdrl : toptickertweets $ aapl $ spy $ tza $ tsla $ ll $ twtr $ sdrl $ iaci $ rig $ xom sentiquant 20150 … URL
1710,rt newssdrl : toptickertweets $ aapl $ spy $ tza $ tsla $ twtr $ ll $ sdrl $ iaci $ rig $ xom sentiquant 2015040 2 18:00 : 03 : … URL
1711,rt newssdrl : toptickertweets $ aapl $ spy $ tza $ tsla $ twtr $ ll $ sdrl $ iaci $ rig $ xom sentiquant 2015040 2 18:00 : 03 : … URL
1712,apple's ipad turns 5 : where does it go from here ? rogerwcheng ponders its fate via cnet $ aapl ipad … URL
1713,rt newsiaci : rt newssdrl : rt newssdrl : toptickertweets $ aapl $ spy $ tza $ tsla $ ll $ twtr $ sdrl $ iaci $ rig $ xom sen … URL
1714,rt newsiaci : rt newssdrl : rt newssdrl : toptickertweets $ aapl $ spy $ tza $ tsla $ ll $ twtr $ sdrl $ iaci $ rig $ xom sen … URL
1715,rt newssdrl : rt newssdrl : toptickertweets $ aapl $ spy $ tza $ tsla $ ll $ twtr $ sdrl $ iaci $ rig $ xom sentiquant 20150 … URL
1716,rt newssdrl : rt newssdrl : toptickertweets $ aapl $ spy $ tza $ tsla $ ll $ twtr $ sdrl $ iaci $ rig $ xom sentiquant 20150 … URL
1717,kca votejkt 48id newsiaci : toptickertweets $ spy $ aapl $ tsla $ twtr $ xom $ tza $ iaci $ sdrl $ ll $ rig sentiquant 201 … URL
1718,kca votejkt 48id newsiaci : toptickertweets $ spy $ aapl $ tsla $ twtr $ xom $ tza $ iaci $ sdrl $ ll $ rig sentiquant 201 … URL
1719,rt newsxom : rt newsiaci : toptickertweets $ aapl $ spy $ tza $ tsla $ ll $ twtr $ sdrl $ iaci $ rig $ xom sentiquant 201504 … URL
1720,rt newsxom : rt newsiaci : toptickertweets $ aapl $ spy $ tza $ tsla $ ll $ twtr $ sdrl $ iaci $ rig $ xom sentiquant 201504 … URL
1721,rt newsxom : rt newsiaci : toptickertweets $ aapl $ spy $ tza $ tsla $ ll $ twtr $ sdrl $ iaci $ rig $ xom sentiquant 201504 … URL
1722,rt newsxom : rt newsiaci : toptickertweets $ aapl $ spy $ tza $ tsla $ ll $ twtr $ sdrl $ iaci $ rig $ xom sentiquant 201504 … URL
1723,$ aapl uranium-pinto-beans : bad friday jobs report taking down stock futures : uranium-pinto-beans URL
1724,toptickertweets $ aapl $ spy $ twtr $ tsla $ ll $ tza $ iaci $ sdrl $ xom $ rig sentiquant 2015040 3 09:25 : 05:349 … … … … … … URL
1725,"rt AT_USER AT_USER AT_USER unlike at $ aapl , society has no rule demanding conformity to the politically correct whims of the …"
1726,rt newsxom : rt newssdrl : rt newssdrl : toptickertweets $ aapl $ spy $ tza $ tsla $ ll $ twtr $ sdrl $ iaci $ rig $ xom sent … URL
1727,rt newsaapl : rt newsxom : rt newsaapl : rt newssdrl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ … URL
1728,rt newssdrl : rt newsaapl : rt newssdrl : toptickertweets $ aapl $ spy $ twtr $ tsla $ ll $ tza $ iaci $ sdrl $ xom $ rig sen … URL
1729,rt newsaapl : rt newssdrl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig sentiquant 20150 … URL
1730,rt newsaapl : rt newssdrl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig sentiquant 20150 … URL
1731,rt newssdrl : rt newsiaci : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig sentiquant 20150 … URL
1732,rt newssdrl : rt newsiaci : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig sentiquant 20150 … URL
1733,rt newssdrl : rt newsiaci : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig sentiquant 20150 … URL
1734,rt newssdrl : rt newssdrl : toptickertweets $ aapl $ spy $ tza $ tsla $ twtr $ ll $ sdrl $ iaci $ rig $ xom sentiquant 20150 … URL
1735,rt newssdrl : rt newssdrl : rt newssdrl : toptickertweets $ aapl $ spy $ tza $ tsla $ twtr $ ll $ sdrl $ iaci $ rig $ xom sen … URL
1736,rt newssdrl : rt newssdrl : rt newssdrl : toptickertweets $ aapl $ spy $ tza $ tsla $ twtr $ ll $ sdrl $ iaci $ rig $ xom sen … URL
1737,rt newssdrl : rt newssdrl : rt newssdrl : toptickertweets $ aapl $ spy $ tza $ tsla $ twtr $ ll $ sdrl $ iaci $ rig $ xom sen … URL
1738,rt newssdrl : rt newsaapl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig sentiquant 20150 … URL
1739,rt newssdrl : rt newsaapl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig sentiquant 20150 … URL
1740,rt newssdrl : rt newsaapl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig sentiquant 20150 … URL
1741,rt newssdrl : rt newsaapl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig sentiquant 20150 … URL
1742,rt newsxom : rt newssdrl : kca votejkt 48id newsaapl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci … URL
1743,rt newssdrl : rt newssdrl : rt newsiaci : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig sen … URL
1744,rt newssdrl : rt newssdrl : rt newsiaci : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig sen … URL
1745,rt newsiaci : rt newsaapl : rt newssdrl : toptickertweets $ aapl $ spy $ twtr $ tsla $ ll $ tza $ iaci $ sdrl $ xom $ rig sen … URL
1746,rt newsxom : rt newssdrl : rt newssdrl : rt newsiaci : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ … URL
1747,rt newsxom : rt newssdrl : rt newssdrl : rt newsiaci : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ … URL
1748,rt newsxom : rt newssdrl : rt newssdrl : rt newsiaci : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ … URL
1749,rt newssdrl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig sentiquant 2015040 3 18:00 : 05 : … URL
1750,rt newssdrl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig sentiquant 2015040 3 18:00 : 05 : … URL
1751,rt newssdrl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig sentiquant 2015040 3 18:00 : 05 : … URL
1752,rt newsiaci : rt newsaapl : rt newssdrl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig sen … URL
1753,rt newsiaci : rt newsaapl : rt newssdrl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig sen … URL
1754,rt newsiaci : rt newsaapl : rt newssdrl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig sen … URL
1755,kca votejkt 48id newsaapl : rt newsxom : rt newsaapl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci … URL
1756,kca votejkt 48id newsaapl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig sentiquant 201 … URL
1757,rt newsaapl : rt newssdrl : rt newssdrl : rt newsiaci : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci … URL
1758,rt newssdrl : kca votejkt 48id newsaapl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig s … URL
1759,rt newssdrl : kca votejkt 48id newsaapl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig s … URL
1760,rt newssdrl : kca votejkt 48id newsaapl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig s … URL
1761,rt newsxom : rt newsaapl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig sentiquant 201504 … URL
1762,rt newsxom : rt newsaapl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig sentiquant 201504 … URL
1763,rt newsxom : rt newsaapl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig sentiquant 201504 … URL
1764,kca votejkt 48id newsiaci : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig sentiquant 201 … URL
1765,rt newsxom : rt newsaapl : rt newssdrl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig sent … URL
1766,rt newsxom : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig sentiquant 2015040 3 18:00 : 05:1 … URL
1767,rt newsxom : rt newsxom : rt newssdrl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig senti … URL
1768,rt newsxom : rt newsxom : rt newssdrl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig senti … URL
1769,rt newsxom : rt newsxom : rt newssdrl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig senti … URL
1770,rt newsiaci : rt newsxom : rt newsaapl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig sent … URL
1771,rt newsiaci : rt newsxom : rt newsaapl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig sent … URL
1772,rt AT_USER rt newsaapl : rt newsiaci : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig sentiquant 20150 … URL
1773,rt newsxom : rt newsaapl : rt newsxom : rt newsaapl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ l … URL
1774,rt newsxom : rt newsaapl : rt newsxom : rt newsaapl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ l … URL
1775,rt newsxom : rt newsaapl : rt newsxom : rt newsaapl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ l … URL
1776,rt newsiaci : rt newssdrl : rt newsaapl : rt newssdrl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci … URL
1777,rt newsiaci : rt newssdrl : rt newsaapl : rt newssdrl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci … URL
1778,kca votejkt 48id newsiaci : rt newsxom : rt newsaapl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci … URL
1779,kca votejkt 48id newsiaci : rt newsxom : rt newsaapl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci … URL
1780,kca votejkt 48id newsiaci : rt newssdrl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig s … URL
1781,rt newsxom : rt newsiaci : rt newsaapl : rt newssdrl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ … URL
1782,rt newsxom : rt newsiaci : rt newsaapl : rt newssdrl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ … URL
1783,rt newsxom : rt newsiaci : rt newsaapl : rt newssdrl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ … URL
1784,rt newsxom : rt newsiaci : rt newsaapl : rt newssdrl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ … URL
1785,rt AT_USER something crazy 4 my followers who trade $ spy $ iwm $ tsla $ fb $ aapl $ pcln $ twtr $ baba $ yhoo $ gpro $ tlt $ gld $ gdx URL
1786,rt AT_USER something crazy 4 my followers who trade $ spy $ iwm $ tsla $ fb $ aapl $ pcln $ twtr $ baba $ yhoo $ gpro $ tlt $ gld $ gdx URL
1787,rt AT_USER something crazy 4 my followers who trade $ spy $ iwm $ tsla $ fb $ aapl $ pcln $ twtr $ baba $ yhoo $ gpro $ tlt $ gld $ gdx URL
1788,rt AT_USER rt newsaapl : rt newsxom : rt newsiaci : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig sent … URL
1789,rt newssdrl : rt newsxom : rt newsxom : rt newsiaci : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ l … URL
1790,rt newsxom : rt newsaapl : rt newsxom : rt newsiaci : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ l … URL
1791,rt newsxom : kca votejkt 48id newsiaci : rt newsxom : rt newsaapl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza … URL
1792,rt newsaapl : rt newsiaci : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig sentiquant 20150 … URL
1793,rt newsaapl : kca votejkt 48id newsiaci : rt newssdrl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iac … URL
1794,rt AT_USER rt newsiaci : rt newsaapl : rt newssdrl : toptickertweets $ aapl $ spy $ tsla $ twtr $ xom $ tza $ sdrl $ iaci $ ll $ rig sen … URL
1795,rt AT_USER why invest in lithium : warren buffett to chase tesla gigafactory with byd URL $ ilhmf $ trrxf $ lit $ aapl $ …
1796,rt AT_USER why dividend growth investing might not be for you URL $ aapl apple $ cop $ cvx $ ed $ f $ ge $ hcp $ jnj $ ko …
1797,apple maps now includes hotel reviews from tripadvisor and URL $ aapl $ goog $ yelp $ trip $ pcln URL
1798,$ msft $ aapl : microsoft corporation ( nasdaq : msft ) is going to launch a ... : URL
1799,rt AT_USER just roll your $ aapl calls to next week or get monthly . $ aapl will rise again and see $ 130 with sales numbers from the w …
1800,me thinks go short $ aapl $ nflx $ pcln $ fb $ googl $ lnkd we share our opinion here URL
1801,our AT_USER energy summit continues today with goldman's jeff currie . plus AT_USER talks $ twtr and we trade the $ aapl downgrade .
1802,$ tsla poached at least 150 $ aapl engineers - musk learned from jobs ; talent first URL URL
1803,rt AT_USER plan ahead . here's how to get your hands on an apple watch : URL $ aapl URL
1804,rt $ qqq trading 10 bpts below f / v . subject to stat arbs correction . p / t 107.30 $ goog $ baba $ gpro $ nflx $ fb $ aapl $ tsla hft quant
1805,rt AT_USER new post lunchtime charts URL $ aapl $ iyr $ qqq $ spy $ tlt
1806,AT_USER i'm out my short and i'm done for the week . take care . $ aapl
1807,rt AT_USER apple will begin taking pre-orders for the apple watch on friday at 12:01 p . m . pt : URL $ aapl URL
1808,rt AT_USER apple will begin taking pre-orders for the apple watch on friday at 12:01 p . m . pt : URL $ aapl URL
1809,"raymond james downgrades apple ; watch ship times slip to may / june ( aapl ) - tickerlens $ aapl aapl , apple wlst URL"
1810,apple watch already getting 40 pct premium on ebay URL via AT_USER $ aapl
1811,"$ aapl : us with primetime tv , apple hopes to hook customers for new watch apple inc URL sp500"
1812,$ aapl ceo AT_USER does not look like a man who is seeing ' risk ' in his watch launch here : URL
1813,best new games of the week : last voyage and lettercraft URL appadvice $ aapl URL
1814,AT_USER true consumer sentiment on the applewatch $ aapl . URL URL
1815,* danger zone video * $ djia $ spx $ compq $ aapl $ amzn $ ba $ bidu $ cvx $ gs $ fb $ gpro $ ibm $ nflx $ tsla URL
1816,rt AT_USER idc's forecast brings good news for apple watch - motley fool URL apple • $ aapl
1817,rt AT_USER $ aapl what can be achieved in a single second ? apple redefines one second ! ! URL
1818,$ aapl $ 127 long global equities raises price target to $ 176 as applewatch exceeds expectations .
1819,"rt AT_USER pr : pc shipments beat expectations despite great ods , according to AT_USER $ aapl , $ dell , $ hpq , URL URL"
1820,$ aapl what can be achieved in a single second ? apple redefines one second ! ! URL
1821,"raymond james rating update on apple inc . ( nasdaq : aapl ) - tickerlens $ aapl aapl , apple URL URL"
1822,$ aapl out half + . 50 baa
1823,rt AT_USER apple inc . offer wwdc scholarships - URL $ aapl URL
1824,rt AT_USER 7 year economic crash cycle 1987-1994 -2001-2008 .. 2015 spx $ spy $ dia $ vix $ tvix $ bac $ aapl $ msft $ intc $ ugaz $ uwti $ qqq sto …
1825,broke the 20 and 50 dma on apple $ aapl chart $ aapl trading aapl URL
1826,"$ pmcb filings updated saturday , april 18 , 2015 10:10 : 42 pm $ acad $ baba $ aapl $ ce URL"
1827,rt AT_USER actives on open @ cboe : $ aapl $ nflx $ bidu $ gild $ twtr $ tsla $ mcd $ aa $ cvx $ fb
1828,"cover $ aapl 127.60 , buy $ amzn 389.80 , buy $ atvi 23.08 , buy $ bidu 211.86 . more stock tips & details at : URL"
1829,"report : new corning glass could be used in apple , samsung phones $ aapl $ glw URL via AT_USER"
1830,reverse en 56 largos de $ aapl a 127.47 usd perdiendo -2.8 usd idop 208459 vía AT_USER URL
1831,AT_USER look at $ aapl go . i am learning . scaling off at 129 this time .
1832,the fed and the markets : where to invest in the current environment URL $ tlt $ aig $ biib $ gild $ aapl $ usb $ jnj $ bond
1833,i understood today how iwatch can be payment gadget and place $ aapl decidedly into payment biz . brilliant .
1834,"your first ' green ' trade for thursday , april 23 : URL $ aapl $ goog $ pcln $ k"
1835,rt AT_USER logic says spx will break into the $ aapl earnings report on the 27th april . URL
1836,"$ aapl buy +5,000 aapl 100 ( weeklys ) may 1 15 140 call AT_USER lmt $ aapl buy +5,000 aapl 100 jul 15 115 put AT_USER lmt"
1837,rt AT_USER las manzanas son buenas para la salud . me encantan . $ aapl si hay un papel que ha sido benévolo conmigo es ese . o que lo …
1838,"mature , calm , rational nasdaq surpasses pre-bubble high URL via AT_USER $ aapl $ fb $ goog good news AT_USER money"
1839,earnings tomorrow : $ aapl $ advs $ agnc $ alsn $ brx $ cdns $ chrw $ ggp $ hig $ lh $ meg $ swft $ udr
1840,rt AT_USER new generation lithium batteries . URL $ tsla $ aapl $ goog
1841,$ aapl : wall street expects apple inc . ( nasdaq : aapl ) iphones sales to be ... : URL
